finished,total_step,episode_length,total_speed,avg_speed,total_alpha,avg_alpha,total_reward,avg_reward,total_action,action_change_count,action_forward,action_forward_left,action_forward_right
True,307,14.318,7237.06,23.573,5185.805,16.892,48.352,0.157,308,42,48,108,152
True,303,14.112,7290.003,24.059,4904.011,16.185,50.174,0.166,304,38,88,87,129
True,312,14.584,7240.565,23.207,5605.543,17.966,45.116,0.145,313,47,64,101,148
True,299,13.924,7191.996,24.053,5227.327,17.483,47.43,0.159,300,40,68,94,138
True,303,13.969,7228.395,23.856,5023.515,16.579,48.75,0.161,304,45,59,104,141
True,315,14.603,7412.284,23.531,4549.086,14.442,57.535,0.183,316,44,58,105,153
True,319,14.882,7537.812,23.63,5386.949,16.887,50.492,0.158,320,48,40,121,159
True,323,14.959,7518.081,23.276,5132.752,15.891,59.268,0.183,324,44,64,105,155
True,306,14.297,7236.153,23.648,4272.064,13.961,49.142,0.161,307,42,59,110,138
True,320,14.797,7523.335,23.51,5730.674,17.908,52.707,0.165,321,42,45,114,162
True,313,14.594,7410.915,23.677,5059.669,16.165,53.56,0.171,314,48,50,111,153
True,302,14.1,7259.486,24.038,4649.545,15.396,50.721,0.168,303,38,53,102,148
True,313,14.551,7388.86,23.607,4904.658,15.67,55.262,0.177,314,58,54,109,151
False,313,14.496,7343.562,23.462,5522.101,17.642,52.153,0.167,314,46,52,107,155
True,303,14.173,7140.665,23.567,4234.306,13.975,49.762,0.164,304,43,64,99,141
True,293,13.612,7316.779,24.972,4680.53,15.975,47.869,0.163,294,43,68,96,130
True,310,14.431,7360.495,23.744,5796.198,18.697,41.238,0.133,311,47,52,109,150
True,303,14.107,7194.266,23.743,4174.354,13.777,57.346,0.189,304,48,52,105,147
False,236,10.973,5424.435,22.985,3260.21,13.814,46.862,0.199,237,31,28,89,120
True,323,15.1,7441.267,23.038,5179.14,16.034,51.572,0.16,324,46,50,112,162
True,315,14.709,7319.164,23.235,5732.748,18.199,47.225,0.15,316,48,57,104,155
True,294,13.667,7149.714,24.319,4625.812,15.734,48.007,0.163,295,40,65,87,143
True,314,14.665,7365.296,23.456,6437.929,20.503,45.121,0.144,315,45,47,107,161
True,311,14.467,7358.965,23.662,4901.059,15.759,56.263,0.181,312,57,54,106,152
True,316,14.737,7438.227,23.539,6053.024,19.155,47.33,0.15,317,42,72,96,149
False,235,10.954,5346.673,22.752,3069.972,13.064,44.118,0.188,236,34,35,83,118
True,315,14.613,7424.998,23.571,5242.515,16.643,57.314,0.182,316,48,53,109,154
True,309,14.296,7317.746,23.682,4896.257,15.845,49.347,0.16,310,38,54,103,153
True,313,14.62,7357.324,23.506,4694.744,14.999,53.504,0.171,314,51,54,113,147
True,312,14.459,7468.55,23.938,5263.48,16.87,51.838,0.166,313,49,55,101,157
True,321,15.075,7608.66,23.703,5911.286,18.415,51.569,0.161,322,50,42,115,165
True,304,14.178,7281.146,23.951,4852.973,15.964,51.263,0.169,305,41,54,109,142
True,302,14.154,7277.776,24.099,5444.612,18.029,45.516,0.151,303,46,53,100,150
True,311,14.486,7469.863,24.019,4713.189,15.155,46.561,0.15,312,48,48,112,152
True,309,14.359,7387.54,23.908,5343.948,17.294,45.577,0.147,310,42,54,107,149
True,308,14.306,7323.416,23.777,5490.213,17.825,47.172,0.153,309,46,64,102,143
True,314,14.609,7371.245,23.475,4630.519,14.747,55.728,0.177,315,47,49,105,161
True,297,13.779,7154.294,24.089,3944.34,13.281,55.037,0.185,298,49,59,102,137
True,319,14.978,7588.925,23.79,6119.478,19.183,50.113,0.157,320,43,56,102,162
False,327,15.2,7578.587,23.176,5655.037,17.294,56.729,0.173,328,42,50,114,164
True,301,13.97,7164.766,23.803,4788.396,15.908,50.27,0.167,302,44,54,108,140
True,312,14.565,7358.821,23.586,6196.617,19.861,46.003,0.147,313,45,70,94,149
True,318,14.832,7491.509,23.558,5638.227,17.73,51.286,0.161,319,47,58,106,155
False,314,14.622,7460.31,23.759,5061.446,16.119,55.104,0.175,315,46,52,107,156
True,316,14.651,7401.34,23.422,5357.566,16.954,55.579,0.176,317,50,53,108,156
True,336,15.51,7771.354,23.129,6526.555,19.424,56.99,0.17,337,53,47,121,169
True,312,14.644,7406.83,23.74,5533.773,17.736,46.304,0.148,313,37,44,112,157
True,311,14.417,7271.323,23.38,4421.469,14.217,55.927,0.18,312,44,52,110,150
True,306,14.234,7301.341,23.861,4395.414,14.364,52.811,0.173,307,45,64,99,144
True,325,15.149,7450.279,22.924,5389.367,16.583,54.157,0.167,326,48,41,114,171
False,210,9.769,4681.216,22.292,3306.607,15.746,38.14,0.182,211,33,16,86,109
True,306,14.17,7332.34,23.962,4994.194,16.321,49.511,0.162,307,38,49,110,148
True,319,14.857,7378.329,23.13,5143.93,16.125,47.335,0.148,320,43,54,109,157
True,304,14.162,7168.338,23.58,4154.373,13.666,59.402,0.195,305,53,52,107,146
True,306,14.237,7343.592,23.999,4932.82,16.12,50.686,0.166,307,39,53,99,155
True,317,14.772,7398.71,23.34,4807.962,15.167,52.629,0.166,318,57,39,115,164
True,314,14.632,7271.5,23.158,4252.656,13.543,58.948,0.188,315,43,54,109,152
True,310,14.41,7263.75,23.431,4811.14,15.52,54.824,0.177,311,49,61,93,157
True,309,14.307,7376.275,23.871,4660.436,15.082,58.506,0.189,310,52,58,99,153
False,320,14.804,7543.841,23.575,5913.749,18.48,53.456,0.167,321,46,58,99,164
True,302,14.19,7154.16,23.689,4140.819,13.711,50.676,0.168,303,54,59,106,138
True,306,14.128,7328.864,23.951,5057.145,16.527,53.77,0.176,307,47,71,97,139
True,299,13.958,7221.885,24.153,4861.804,16.26,47.059,0.157,300,39,64,98,138
True,304,14.182,7235.675,23.802,4648.801,15.292,47.87,0.157,305,47,51,109,145
True,317,14.705,7448.22,23.496,5353.543,16.888,53.562,0.169,318,45,61,101,156
True,294,13.703,7281.39,24.767,4471.412,15.209,47.935,0.163,295,41,68,94,133
False,318,14.831,7414.558,23.316,5334.723,16.776,56.8,0.179,319,52,48,109,162
True,317,14.595,7405.488,23.361,4466.297,14.089,54.568,0.172,318,47,55,112,151
False,226,10.625,5224.568,23.118,2804.629,12.41,47.814,0.212,227,36,29,84,114
True,323,15.038,7614.956,23.576,5868.036,18.167,53.474,0.166,324,45,42,121,161
True,318,14.804,7503.803,23.597,5653.676,17.779,51.731,0.163,319,46,41,117,161
False,309,14.318,7238.818,23.427,4644.445,15.031,60.29,0.195,310,46,63,102,145
True,305,14.145,7218.569,23.667,4207.497,13.795,54.067,0.177,306,50,53,108,145
True,317,14.746,7463.596,23.544,5114.688,16.135,53.997,0.17,318,45,45,119,154
True,310,14.365,7302.664,23.557,5028.742,16.222,49.055,0.158,311,44,52,111,148
True,306,14.203,7286.356,23.812,4324.751,14.133,53.671,0.175,307,53,66,99,142
True,311,14.545,7166.35,23.043,4581.375,14.731,50.658,0.163,312,41,57,108,147
True,303,14.08,7207.808,23.788,4366.349,14.41,60.631,0.2,304,52,51,109,144
False,235,10.816,5403.714,22.995,2925.442,12.449,43.364,0.185,236,38,27,89,120
True,310,14.523,7283.895,23.496,4769.212,15.385,52.306,0.169,311,47,56,102,153
True,309,14.38,7293.048,23.602,5298.557,17.147,50.599,0.164,310,54,67,97,146
True,299,13.965,7247.9,24.24,4218.567,14.109,52.975,0.177,300,52,48,105,147
True,303,14.178,7205.917,23.782,4465.217,14.737,56.708,0.187,304,45,52,108,144
True,312,14.476,7468.373,23.937,5597.958,17.942,52.851,0.169,313,46,56,105,152
True,318,14.824,7459.764,23.458,5550.449,17.454,49.343,0.155,319,55,54,110,155
False,236,10.945,5368.8,22.749,2976.244,12.611,46.08,0.195,237,38,32,87,118
True,316,14.747,7404.719,23.433,5551.699,17.569,55.551,0.176,317,50,54,108,155
True,304,14.114,7230.799,23.786,5197.341,17.097,45.635,0.15,305,36,61,100,144
True,313,14.655,7488.858,23.926,5811.034,18.566,50.9,0.163,314,46,51,105,158
False,318,14.721,7366.753,23.166,5654.449,17.781,51.663,0.162,319,45,57,108,154
False,313,14.696,7328.965,23.415,5052.868,16.143,60.692,0.194,314,43,59,102,153
True,313,14.563,7310.748,23.357,5555.069,17.748,49.047,0.157,314,52,73,101,140
True,311,14.446,7261.832,23.35,4576.801,14.716,58.461,0.188,312,37,62,102,148
True,315,14.731,7380.498,23.43,5227.258,16.594,51.337,0.163,316,49,63,102,151
True,301,14.031,7216.309,23.974,3770.117,12.525,62.087,0.206,302,42,51,107,144
True,305,14.18,7265.287,23.821,5264.942,17.262,46.07,0.151,306,50,55,111,140
True,313,14.564,7293.021,23.3,5797.889,18.524,49.774,0.159,314,51,59,96,159
True,291,13.597,7124.668,24.483,3932.368,13.513,51.644,0.177,292,46,88,78,126
True,326,15.292,7485.987,22.963,6381.13,19.574,51.739,0.159,327,46,59,110,158
True,309,14.365,7305.774,23.643,4273.484,13.83,53.666,0.174,310,39,56,106,148
False,316,14.6,7437.267,23.536,6101.881,19.31,41.367,0.131,317,46,61,102,154
True,307,14.255,7309.705,23.81,5314.467,17.311,46.777,0.152,308,43,61,93,154
True,314,14.625,7448.603,23.722,4897.532,15.597,47.36,0.151,315,53,43,117,155
True,316,14.725,7403.248,23.428,5191.259,16.428,53.291,0.169,317,48,52,103,162
True,309,14.349,7216.003,23.353,4240.962,13.725,56.879,0.184,310,50,50,106,154
True,308,14.312,7290.804,23.671,4510.507,14.645,57.244,0.186,309,42,45,110,154
True,310,14.527,7259.007,23.416,4845.285,15.63,53.107,0.171,311,42,57,103,151
True,314,14.537,7471.148,23.793,5522.731,17.588,51.769,0.165,315,46,46,110,159
True,299,13.962,7171.164,23.984,4798.298,16.048,47.866,0.16,300,39,66,97,137
True,313,14.543,7289.592,23.289,4724.943,15.096,60.108,0.192,314,51,45,105,164
True,300,14.104,7015.026,23.383,4326.85,14.423,59.298,0.198,301,42,66,94,141
True,311,14.459,7288.531,23.436,4800.229,15.435,51.409,0.165,312,34,66,96,150
False,232,10.83,5241.671,22.593,3097.17,13.35,48.35,0.208,233,33,34,84,115
True,317,14.645,7532.715,23.763,6047.221,19.076,44.443,0.14,318,43,45,116,157
True,299,13.992,7163.53,23.958,4753.604,15.898,50.153,0.168,300,43,68,99,133
True,323,14.947,7582.902,23.476,5947.849,18.414,50.859,0.157,324,47,45,112,167
True,306,14.33,7383.58,24.129,5094.076,16.647,48.18,0.157,307,45,57,99,151
True,301,13.992,7272.759,24.162,4441.951,14.757,50.46,0.168,302,45,81,89,132
True,322,14.962,7413.724,23.024,5011.682,15.564,53.322,0.166,323,49,52,111,160
True,330,15.272,7584.313,22.983,5633.324,17.071,50.889,0.154,331,48,40,114,177
False,232,10.794,5318.263,22.924,2878.086,12.406,43.722,0.188,233,36,31,85,117
True,312,14.499,7460.195,23.911,5603.05,17.958,51.521,0.165,313,38,58,106,149
True,303,14.156,7154.063,23.611,3939.188,13.001,50.02,0.165,304,46,52,101,151
True,309,14.37,7310.446,23.658,4629.232,14.981,51.846,0.168,310,42,54,112,144
True,310,14.486,7371.951,23.78,4872.727,15.718,56.036,0.181,311,47,58,103,150
True,308,14.359,7372.477,23.937,5189.952,16.85,48.106,0.156,309,49,55,103,151
True,304,14.231,7256.556,23.87,5726.581,18.837,47.252,0.155,305,40,63,99,143
True,304,14.067,7352.882,24.187,4549.534,14.966,59.051,0.194,305,42,59,102,144
True,321,15.097,7506.743,23.385,6032.807,18.794,47.862,0.149,322,48,36,120,166
True,307,14.241,7494.663,24.413,5041.146,16.421,54.968,0.179,308,44,61,99,148
True,297,13.899,7241.548,24.382,4098.531,13.8,64.068,0.216,298,55,72,89,137
True,337,15.658,7657.784,22.723,6553.895,19.448,51.898,0.154,338,44,44,119,175
True,323,15.054,7616.052,23.579,5991.445,18.549,51.783,0.16,324,39,43,114,167
False,321,14.878,7418.248,23.11,5203.02,16.209,57.583,0.179,322,50,52,112,158
True,314,14.699,7421.662,23.636,5716.258,18.205,51.195,0.163,315,48,53,110,152
True,308,14.232,7312.312,23.741,4968.318,16.131,47.836,0.155,309,41,56,107,146
True,311,14.531,7357.22,23.657,4495.576,14.455,51.427,0.165,312,54,45,106,161
True,320,14.765,7507.021,23.459,5031.401,15.723,51.821,0.162,321,48,49,117,155
True,293,13.718,7187.695,24.531,4622.604,15.777,50.504,0.172,294,43,55,102,137
True,311,14.457,7343.153,23.611,5257.027,16.904,47.727,0.153,312,48,65,100,147
True,315,14.673,7263.769,23.06,5766.54,18.306,45.16,0.143,316,48,58,105,153
True,310,14.472,7265.004,23.435,5032.799,16.235,46.63,0.15,311,39,70,99,142
True,302,14.113,7117.223,23.567,3739.278,12.382,57.698,0.191,303,50,53,108,142
False,214,9.913,4825.331,22.548,3298.985,15.416,38.971,0.182,215,36,17,85,113
True,306,14.308,7327.047,23.945,5360.368,17.518,45.934,0.15,307,46,58,99,150
True,307,14.216,7265.087,23.665,4227.278,13.77,59.818,0.195,308,55,62,103,143
True,312,14.629,7295.814,23.384,5117.566,16.402,51.772,0.166,313,45,54,111,148
True,298,13.956,7132.49,23.935,4487.905,15.06,49.417,0.166,299,37,61,99,139
True,309,14.328,7387.025,23.906,5652.725,18.294,47.99,0.155,310,43,67,99,144
True,317,14.75,7356.349,23.206,5023.785,15.848,51.348,0.162,318,40,51,108,159
True,316,14.773,7358.774,23.287,4678.668,14.806,54.994,0.174,317,44,49,109,159
True,312,14.471,7428.28,23.809,4634.572,14.854,50.87,0.163,313,42,44,110,159
True,313,14.637,7362.519,23.522,5035.804,16.089,54.398,0.174,314,45,54,110,150
False,236,10.963,5362.562,22.723,3219.563,13.642,43.328,0.184,237,34,30,86,121
True,305,14.146,7350.615,24.1,5353.262,17.552,48.993,0.161,306,44,67,94,145
True,335,15.622,7777.944,23.218,6938.073,20.711,47.006,0.14,336,46,39,122,175
True,317,14.835,7311.067,23.063,4948.831,15.611,54.308,0.171,318,48,54,111,153
True,310,14.345,7300.046,23.549,4906.645,15.828,58.156,0.188,311,50,63,102,146
True,297,13.906,7207.415,24.267,4862.04,16.371,46.14,0.155,298,55,64,92,142
True,327,15.133,7581.321,23.184,5793.991,17.719,50.739,0.155,328,48,60,106,162
True,311,14.524,7298.131,23.467,4960.333,15.95,56.223,0.181,312,54,64,102,146
True,310,14.401,7378.065,23.8,4553.431,14.688,57.25,0.185,311,52,64,98,149
True,305,14.185,7333.429,24.044,5756.018,18.872,43.761,0.143,306,36,74,91,141
True,316,14.767,7361.743,23.297,4385.188,13.877,56.2,0.178,317,41,54,108,155
True,303,14.104,7317.275,24.149,4809.693,15.874,50.66,0.167,304,38,63,95,146
False,312,14.524,7339.336,23.524,5223.741,16.743,48.13,0.154,313,41,64,94,155
True,314,14.663,7319.314,23.31,5848.815,18.627,47.347,0.151,315,50,64,101,150
True,306,14.197,7387.312,24.142,4747.509,15.515,48.217,0.158,307,45,48,105,154
False,318,14.901,7305.416,22.973,5503.324,17.306,52.302,0.164,319,43,62,105,152
True,302,14.139,7294.681,24.155,4630.113,15.331,53.415,0.177,303,38,49,101,153
True,300,14.074,7222.203,24.074,5440.585,18.135,47.984,0.16,301,37,68,92,141
True,312,14.407,7338.634,23.521,4433.26,14.209,52.56,0.168,313,43,60,102,151
False,320,14.99,7365.321,23.017,6747.429,21.086,44.929,0.14,321,38,49,106,166
True,309,14.346,7235.18,23.415,4005.349,12.962,59.306,0.192,310,40,54,108,148
True,305,14.282,7247.505,23.762,4873.742,15.979,49.953,0.164,306,35,52,104,150
True,308,14.356,7458.805,24.217,5480.227,17.793,44.526,0.145,309,44,52,101,156
False,306,14.276,7280.378,23.792,5223.194,17.069,51.771,0.169,307,56,52,104,151
True,311,14.498,7378.989,23.727,5775.946,18.572,49.016,0.158,312,50,44,107,161
True,323,15.0,7555.108,23.39,5659.807,17.523,51.531,0.16,324,42,44,119,161
False,220,10.305,4920.3,22.365,3095.76,14.072,38.704,0.176,221,30,25,82,114
False,302,14.245,7175.673,23.761,5822.189,19.279,40.018,0.133,303,51,68,95,140
False,321,14.941,7460.537,23.242,5607.957,17.47,51.551,0.161,322,42,45,110,167
True,299,14.032,7185.48,24.032,4420.246,14.783,61.76,0.207,300,48,75,90,135
True,314,14.537,7523.392,23.96,5870.156,18.695,51.089,0.163,315,37,67,103,145
True,315,14.679,7542.618,23.945,5359.897,17.016,57.844,0.184,316,47,69,98,149
True,303,14.204,7307.674,24.118,5610.171,18.515,44.791,0.148,304,44,65,98,141
True,313,14.608,7412.99,23.684,4998.199,15.969,59.587,0.19,314,50,52,107,155
True,316,14.769,7327.311,23.188,4672.789,14.787,57.542,0.182,317,48,53,109,155
True,295,13.727,7435.871,25.206,5078.215,17.214,53.838,0.183,296,37,99,74,123
True,315,14.685,7369.484,23.395,5097.484,16.182,52.331,0.166,316,56,55,102,159
True,305,14.302,7291.208,23.906,5106.305,16.742,50.26,0.165,306,46,51,106,149
True,307,14.28,7152.607,23.298,4908.414,15.988,45.256,0.147,308,42,60,100,148
True,285,13.303,7015.428,24.616,4078.138,14.309,45.219,0.159,286,46,66,93,127
True,318,14.834,7436.516,23.385,5334.519,16.775,49.595,0.156,319,43,44,114,161
True,303,14.15,7246.359,23.915,5232.504,17.269,44.741,0.148,304,41,86,87,131
False,317,14.778,7324.299,23.105,5044.026,15.912,58.56,0.185,318,49,51,107,160
False,321,14.882,7442.781,23.186,5514.252,17.178,54.937,0.171,322,55,53,110,159
True,305,14.204,7223.626,23.684,4486.031,14.708,51.93,0.17,306,50,52,110,144
False,311,14.602,7184.886,23.103,4764.048,15.318,60.279,0.194,312,51,55,103,154
True,321,14.88,7539.127,23.486,5692.398,17.733,48.877,0.152,322,46,41,116,165
True,310,14.384,7352.531,23.718,5201.077,16.778,45.739,0.148,311,38,60,104,147
True,307,14.267,7143.873,23.27,4225.322,13.763,58.621,0.191,308,53,53,108,147
True,294,13.762,7250.217,24.661,4985.267,16.957,46.481,0.158,295,46,62,105,128
True,318,14.735,7493.808,23.565,4958.085,15.591,61.171,0.192,319,51,51,109,159
True,310,14.404,7344.276,23.691,4717.196,15.217,57.466,0.185,311,55,47,108,156
False,321,14.869,7477.421,23.294,5303.832,16.523,56.61,0.176,322,51,62,108,152
False,310,14.54,7151.37,23.069,5150.602,16.615,51.3,0.165,311,47,56,105,150
True,343,15.974,7989.763,23.294,8472.908,24.702,47.759,0.139,344,48,39,135,170
False,314,14.653,7392.981,23.545,4942.84,15.742,56.532,0.18,315,49,55,102,158
True,311,14.427,7449.297,23.953,5148.691,16.555,53.534,0.172,312,50,51,106,155
True,315,14.696,7420.686,23.558,5019.443,15.935,49.233,0.156,316,44,60,104,152
True,306,14.327,7278.929,23.787,4926.079,16.098,52.658,0.172,307,57,62,101,144
True,309,14.372,7379.349,23.881,5071.484,16.413,52.406,0.17,310,54,53,104,153
True,297,13.777,7215.565,24.295,4091.679,13.777,52.409,0.176,298,43,48,106,144
True,298,13.92,7167.393,24.052,4576.598,15.358,46.193,0.155,299,38,65,95,139
True,295,13.756,7214.235,24.455,4814.471,16.32,50.619,0.172,296,48,84,84,128
False,311,14.528,7261.01,23.347,5138.204,16.522,53.014,0.17,312,43,64,99,149
True,296,13.845,7323.951,24.743,5074.133,17.142,54.933,0.186,297,40,74,91,132
True,301,14.057,7251.369,24.091,4410.789,14.654,53.812,0.179,302,41,67,99,136
True,304,14.075,7328.582,24.107,4626.235,15.218,55.134,0.181,305,39,61,97,147
True,313,14.599,7416.673,23.695,6339.385,20.254,43.31,0.138,314,41,52,105,157
True,315,14.581,7463.839,23.695,5357.478,17.008,51.772,0.164,316,56,48,109,159
True,308,14.364,7425.118,24.108,5136.865,16.678,47.211,0.153,309,43,49,106,154
True,314,14.571,7518.348,23.944,5777.135,18.399,46.69,0.149,315,44,54,106,155
True,311,14.54,7474.685,24.034,6176.339,19.86,47.348,0.152,312,38,58,99,155
False,314,14.541,7439.728,23.693,5698.173,18.147,49.645,0.158,315,42,66,94,155
True,305,14.256,7221.204,23.676,4468.966,14.652,54.049,0.177,306,50,53,104,149
True,308,14.285,7407.282,24.05,4994.515,16.216,52.278,0.17,309,42,50,106,153
True,296,13.851,7031.514,23.755,4673.368,15.788,45.619,0.154,297,44,58,103,136
True,317,14.717,7532.023,23.76,5662.012,17.861,48.934,0.154,318,49,43,114,161
True,313,14.63,7451.444,23.807,6142.733,19.625,44.294,0.142,314,40,60,100,154
True,304,14.159,7286.444,23.969,4463.458,14.682,49.978,0.164,305,51,62,101,142
True,304,14.223,7338.688,24.14,4814.535,15.837,49.67,0.163,305,41,47,109,149
True,285,13.299,7222.19,25.341,4135.202,14.509,64.369,0.226,286,42,98,74,114
True,314,14.593,7273.335,23.163,4458.015,14.198,56.712,0.181,315,35,51,110,154
True,304,14.108,7360.757,24.213,4792.144,15.764,52.334,0.172,305,41,58,105,142
True,314,14.699,7379.342,23.501,4535.072,14.443,54.121,0.172,315,44,49,109,157
True,306,14.202,7331.568,23.959,4876.859,15.937,45.431,0.148,307,45,58,102,147
False,213,10.223,4767.205,22.381,4509.227,21.17,29.691,0.139,214,35,26,77,111
True,311,14.513,7306.05,23.492,5007.981,16.103,54.74,0.176,312,53,56,107,149
False,320,14.925,7454.048,23.294,4927.755,15.399,62.041,0.194,321,45,48,110,163
True,286,13.363,6892.343,24.099,4162.284,14.553,46.191,0.162,287,51,74,90,123
True,312,14.569,7350.163,23.558,5594.282,17.93,51.006,0.163,313,44,64,95,154
True,320,14.884,7688.741,24.027,6228.328,19.464,50.814,0.159,321,42,50,111,160
False,314,14.7,7334.44,23.358,5537.224,17.634,48.167,0.153,315,50,48,106,161
True,308,14.331,7338.301,23.826,5691.735,18.48,45.136,0.147,309,38,65,99,145
True,306,14.274,7216.454,23.583,4278.135,13.981,57.196,0.187,307,48,56,110,141
True,308,14.403,7289.258,23.666,5170.449,16.787,50.624,0.164,309,44,73,96,140
True,307,14.303,7217.15,23.509,4178.882,13.612,54.151,0.176,308,47,52,106,150
True,303,14.079,7206.651,23.784,4357.669,14.382,54.224,0.179,304,49,46,107,151
False,309,14.482,7231.426,23.403,6112.28,19.781,43.759,0.142,310,47,69,93,148
True,319,14.857,7570.008,23.73,6383.327,20.01,48.456,0.152,320,38,56,108,156
True,296,13.829,7134.849,24.104,5274.08,17.818,48.667,0.164,297,41,61,98,138
True,338,15.617,7590.539,22.457,6547.966,19.373,55.391,0.164,339,50,62,117,160
True,299,13.964,7231.768,24.187,3871.698,12.949,61.348,0.205,300,47,58,101,141
False,237,11.054,5399.016,22.781,3090.032,13.038,44.5,0.188,238,36,33,83,122
True,313,14.63,7426.497,23.727,5994.293,19.151,45.275,0.145,314,46,52,111,151
False,324,14.992,7494.797,23.132,5079.187,15.677,58.421,0.18,325,46,50,112,163
True,307,14.325,7298.601,23.774,4942.173,16.098,54.808,0.179,308,39,55,102,151
False,223,10.335,5133.665,23.021,2872.439,12.881,49.482,0.222,224,34,25,85,114
True,297,13.866,7179.289,24.173,4201.628,14.147,48.459,0.163,298,39,53,101,144
True,300,13.928,7235.862,24.12,5379.862,17.933,44.127,0.147,301,40,64,101,136
True,308,14.4,7268.797,23.6,4532.57,14.716,64.518,0.209,309,50,58,100,151
False,231,10.732,5215.286,22.577,3091.558,13.383,40.241,0.174,232,32,28,87,117
False,317,14.769,7453.785,23.514,5074.721,16.009,56.505,0.178,318,51,51,105,162
False,222,10.332,5141.14,23.158,2847.768,12.828,43.768,0.197,223,35,39,78,106
True,303,14.142,7220.933,23.831,4841.154,15.977,51.316,0.169,304,35,61,98,145
True,305,14.082,7249.829,23.77,4133.141,13.551,54.866,0.18,306,39,65,99,142
True,301,14.228,7119.873,23.654,4851.143,16.117,46.834,0.156,302,37,56,105,141
False,316,14.815,7439.513,23.543,5422.977,17.161,56.055,0.177,317,46,56,101,160
True,304,14.159,7373.212,24.254,5292.132,17.408,44.652,0.147,305,47,58,102,145
True,315,14.541,7479.212,23.744,5254.055,16.68,55.06,0.175,316,48,42,118,156
True,315,14.767,7371.506,23.402,5221.502,16.576,56.324,0.179,316,56,58,107,151
True,318,14.794,7262.213,22.837,4662.665,14.662,50.641,0.159,319,39,58,112,149
True,299,13.977,7227.107,24.171,5000.844,16.725,42.913,0.144,300,41,69,98,133
True,307,14.208,7399.55,24.103,5662.387,18.444,46.044,0.15,308,40,70,95,143
True,288,13.328,7105.681,24.673,4275.275,14.845,45.48,0.158,289,52,51,102,136
True,296,13.808,7132.132,24.095,4215.263,14.241,56.436,0.191,297,52,60,96,141
False,315,14.682,7401.765,23.498,5365.398,17.033,54.532,0.173,316,50,57,105,154
True,329,15.312,7368.76,22.397,6279.639,19.087,58.042,0.176,330,46,56,113,161
True,314,14.797,7424.385,23.645,5529.224,17.609,53.048,0.169,315,47,44,114,157
True,305,14.243,7234.465,23.72,4191.056,13.741,53.748,0.176,306,37,57,103,146
False,319,14.952,7409.111,23.226,5182.196,16.245,60.45,0.189,320,51,55,111,154
True,306,14.288,7343.603,23.999,4874.771,15.931,51.729,0.169,307,43,60,102,145
True,315,14.677,7273.896,23.092,5119.792,16.253,54.983,0.175,316,50,59,108,149
True,305,14.288,7273.524,23.848,5620.473,18.428,47.169,0.155,306,35,66,98,142
True,313,14.569,7331.002,23.422,5318.274,16.991,46.712,0.149,314,47,63,104,147
False,229,10.686,5277.952,23.048,2711.666,11.841,46.465,0.203,230,41,30,84,116
True,303,14.174,7334.408,24.206,5206.839,17.184,50.195,0.166,304,44,62,98,144
True,303,14.1,7285.73,24.045,3895.454,12.856,59.197,0.195,304,35,72,94,138
False,240,11.191,5420.331,22.585,3190.004,13.292,45.854,0.191,241,39,29,88,124
True,317,14.785,7527.342,23.746,5474.036,17.268,52.921,0.167,318,51,42,116,160
True,307,14.34,7261.417,23.653,5004.3,16.301,52.807,0.172,308,48,53,110,145
True,301,13.959,7156.547,23.776,4469.223,14.848,46.387,0.154,302,41,62,103,137
True,317,14.735,7381.573,23.286,4470.075,14.101,59.041,0.186,318,48,48,109,161
True,306,14.191,7320.428,23.923,5445.559,17.796,48.236,0.158,307,40,58,102,147
True,310,14.487,7240.024,23.355,5164.973,16.661,43.625,0.141,311,46,65,100,146
True,306,14.212,7229.566,23.626,4613.308,15.076,55.048,0.18,307,49,64,103,140
True,307,14.33,7189.122,23.417,4915.412,16.011,46.145,0.15,308,49,51,103,154
True,309,14.39,7365.506,23.837,5025.268,16.263,48.483,0.157,310,39,53,101,156
True,310,14.525,7367.114,23.765,5299.778,17.096,52.427,0.169,311,50,60,101,150
True,300,13.941,7276.996,24.257,4701.392,15.671,58.222,0.194,301,57,72,91,138
True,303,14.173,7256.999,23.95,4774.339,15.757,51.296,0.169,304,48,48,108,148
True,306,14.224,7367.842,24.078,4576.154,14.955,50.757,0.166,307,47,65,99,143
False,219,10.224,4910.093,22.421,4369.109,19.95,37.798,0.173,220,38,24,86,110
True,297,13.844,7099.939,23.906,4160.268,14.008,47.963,0.161,298,42,65,99,134
True,311,14.456,7315.133,23.521,4749.799,15.273,55.471,0.178,312,41,61,101,150
True,306,14.287,7149.973,23.366,3905.374,12.763,54.712,0.179,307,52,52,105,150
True,303,14.067,7243.476,23.906,5207.223,17.186,50.44,0.166,304,41,57,106,141
True,304,14.085,7242.318,23.823,4108.841,13.516,56.926,0.187,305,42,49,103,153
True,322,15.159,7446.714,23.126,6030.493,18.728,53.364,0.166,323,44,64,105,154
True,322,14.945,7560.939,23.481,5908.931,18.351,48.109,0.149,323,41,36,118,169
True,305,14.283,7294.662,23.917,6421.868,21.055,44.827,0.147,306,49,84,92,130
True,302,14.025,7292.454,24.147,4739.824,15.695,54.218,0.18,303,51,56,105,142
True,316,14.774,7468.868,23.636,5443.163,17.225,51.397,0.163,317,47,46,114,157
True,307,14.283,7306.206,23.799,4879.383,15.894,48.486,0.158,308,48,51,111,146
